Name of the Product,Brand Name,Product Type,Selling Price (INR),Original Price (INR),Size (Inch),Size (cm),Resolution,Discount (%),Bank Offer,Limited Time Deal
"YOTON Andriod 5G WiFi Projector Home 4K Support 1080P Smartphone Full HD Portable Builtin YouTube Other Apps Auto Keystone 4000 Lumens 200"" Screen Compatible 4K TV Stick (N-1 Android PROOJECTOR)",YOTON,Projector,7599,15999,NA,NA,4K,52,No Bank Offer,No Limited Time Deal
"Trigent Andriod 5G WiFi Projector Home 4K Support 1080P Smartphone Full HD Portable Builtin YouTube Other Apps Auto Keystone 4000 Lumens 200"" Screen Compatible 4K TV Stick",Trigent,Projector,6649,14999,NA,NA,4K,55,No Bank Offer,No Limited Time Deal
"Total Andriod 5G WiFi Projector Home 4K Support 1080P Smartphone Full HD Portable Builtin YouTube Other Apps Auto Keystone 4000 Lumens 200"" Screen Compatible 4K TV Stick",Total,Projector,6649,14999,NA,NA,4K,55,No Bank Offer,No Limited Time Deal
"METRONAUT Andriod 5G WiFi Projector Home 4K Support 1080P Smartphone Full HD Portable Builtin YouTube Other Apps Auto Keystone 4000 Lumens 200"" Screen Compatible 4K TV Stick",METRONAUT,Projector,7599,19999,NA,NA,4K,62,No Bank Offer,No Limited Time Deal
"Total Andriod 5G WiFi Projector Home 4K Support 1080P Smartphone Full HD Portable Builtin YouTube Other Apps Auto Keystone 4000 Lumens 200"" Screen Compatible 4K TV Stick (S-10 Android PROJECTOR)",Total,Projector,7599,19999,NA,NA,4K,62,No Bank Offer,No Limited Time Deal
Total Mini ANDRIOD Projector for Home 4K Support 1080P Full HD Portable Projector Android iOS YouTube Builtin Apps 5G WiFi Autoreen Compatible 4K TV Stick,Total,Projector,7599,19999,NA,NA,4K,62,No Bank Offer,No Limited Time Deal
Omex Upgrade Version Advance YouTube DLNA TV Wifi Smart Home Cinema HD Projector (2500 lm / 1 Speaker / Wireless / Remote Controller) Portable Projector,Omex,Projector,4990,14900,NA,NA,HD READY/FULL HD,66,No Bank Offer,No Limited Time Deal
"Torexo Sales T10 Full HD 1920*1080P Android Projector, 200"" Inch Large Display, WiFi, AV/TV, USB, HDMI, Miracast, 5000 lm Brightness, Watch Live IPL, Inbuilt Jiocinema, YouTube Home Cinema Portable Projector",Torexo,Projector,12299,21999,NA,NA,FULL HD,44,No Bank Offer,No Limited Time Deal
"YOTON Andriod 5G WiFi Projector Home 4K Support 1080P Smartphone Full HD Portable Builtin YouTube Other Apps Auto Keystone 4000 Lumens 200"" Screen Compatible 4K TV Stick (S-10 Android Projector)",YOTON,Projector,7599,19999,NA,NA,4K,62,No Bank Offer,No Limited Time Deal
"ZuZu, move for more better. 3D Full HD LED Projector 3000Lumens TV Home Theater With One Year Warranty & Life Time Customer Care Support","ZuZu,",Projector,14500,29999,NA,NA,FULL HD,51,No Bank Offer,No Limited Time Deal
IBS Mini ANDRIOD Projector for Home 4K Support 1080P Full HD Portable Projector Android iOS YouTube Builtin Apps 5G WiFi Autoreen Compatible 4K TV Stick,IBS,Projector,7599,19999,NA,NA,4K,62,No Bank Offer,No Limited Time Deal
METRONAUT Mini ANDRIOD Projector for Home 4K Support 1080P Full HD Portable Projector Android iOS YouTube Builtin Apps 5G WiFi Autoreen Compatible 4K TV Stick,METRONAUT,Projector,7599,19999,NA,NA,4K,62,No Bank Offer,No Limited Time Deal
